"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2023","253.70","234.59","254.72","230.29","58.19M","9.18%"
"01/12/2022","232.37","247.92","249.95","227.60","1.43B","-5.47%"
"01/11/2022","245.82","232.86","245.82","219.70","1.49B","6.76%"
"01/10/2022","230.25","229.39","235.80","207.86","1.66B","1.91%"
"01/09/2022","225.94","260.28","271.58","222.41","1.68B","-13.64%"
"01/08/2022","261.64","276.41","287.00","261.13","1.27B","-5.71%"
"01/07/2022","277.49","255.21","278.78","250.72","1.18B","8.49%"
"01/06/2022","255.77","276.98","277.55","240.64","1.79B","-7.48%"
"01/05/2022","276.44","292.85","293.10","258.86","1.52B","-5.13%"
"01/04/2022","291.38","303.31","318.72","291.06","1.06B","-3.65%"
"01/03/2022","302.42","283.25","308.29","279.86","1.38B","7.28%"
"01/02/2022","281.91","296.81","300.32","269.62","1.26B","-5.09%"
"01/01/2022","297.02","325.43","325.43","281.03","1.20B","-8.54%"
"01/12/2021","324.75","299.34","326.97","291.89","1.13B","9.74%"
"01/11/2021","295.94","299.27","307.07","294.64","1.08B","-0.97%"
"01/10/2021","298.83","279.68","302.44","274.82","1.02B","7.46%"
"01/09/2021","278.09","298.41","304.80","278.09","1.12B","-6.64%"
"01/08/2021","297.88","291.33","298.17","287.49","1.09B","2.70%"
"01/07/2021","290.04","277.26","293.47","276.25","1.12B","4.55%"
"01/06/2021","277.41","271.16","285.93","270.32","1.27B","2.75%"
"01/05/2021","269.98","267.44","270.92","256.17","1.17B","1.09%"
"01/04/2021","267.06","248.38","267.53","247.11","1.15B","8.12%"
"01/03/2021","247.00","235.05","250.55","223.24","1.52B","6.35%"
"01/02/2021","232.26","230.03","241.95","227.58","1.26B","1.43%"
"01/01/2021","228.98","228.39","234.61","215.81","1.36B","0.47%"
"01/12/2020","227.90","227.81","230.99","220.61","1.62B","0.92%"
"01/11/2020","225.82","213.85","241.70","212.57","1.76B","6.79%"
"01/10/2020","211.46","219.77","230.99","209.00","1.31B","-3.42%"
"01/09/2020","218.95","223.44","231.82","209.75","1.48B","-2.50%"
"01/08/2020","224.57","223.38","228.06","218.13","1.26B","-0.11%"
"01/07/2020","224.82","217.03","227.08","213.51","1.52B","3.90%"
"01/06/2020","216.39","214.21","234.35","206.84","2.27B","0.99%"
"01/05/2020","214.27","205.32","216.12","186.14","2.00B","1.74%"
"01/04/2020","210.61","182.37","223.08","176.87","1.93B","9.33%"
"01/03/2020","192.64","228.87","248.50","154.86","2.81B","-15.40%"
"01/02/2020","227.70","244.46","260.21","221.33","1.29B","-6.53%"
"01/01/2020","243.62","241.09","249.54","235.21","1.14B","1.37%"
"01/12/2019","240.32","238.09","240.35","229.60","1.15B","0.79%"
"01/11/2019","238.43","243.50","244.26","232.07","1.11B","-1.97%"
"01/10/2019","243.21","243.04","249.51","238.44","1.17B","-0.16%"
"01/09/2019","243.60","242.06","247.91","237.18","1.15B","0.48%"
"01/08/2019","242.44","232.12","243.16","226.70","1.10B","4.61%"
"01/07/2019","231.76","229.10","237.23","224.69","1.01B","1.69%"
"01/06/2019","227.91","225.75","237.72","222.93","641.56M","1.26%"
"01/05/2019","225.08","223.03","228.41","218.23","","0.90%"
"01/04/2019","223.07","224.56","227.21","215.58","","-0.57%"
"01/03/2019","224.36","214.90","225.25","211.95","","4.48%"
"01/02/2019","214.74","213.04","218.02","208.85","","0.83%"
"01/01/2019","212.98","190.60","213.31","186.85","","10.72%"
"01/12/2018","192.36","209.58","212.65","183.74","","-7.91%"
"01/11/2018","208.88","198.88","208.94","195.24","","5.30%"
"01/10/2018","198.36","201.97","202.57","189.53","","-1.73%"
"01/09/2018","201.86","208.24","208.86","198.87","","-3.17%"
"01/08/2018","208.46","202.42","210.19","201.72","","2.23%"
"01/07/2018","203.92","201.60","205.87","198.38","","1.00%"
"01/06/2018","201.90","194.27","202.92","193.48","","3.88%"
"01/05/2018","194.35","190.89","196.11","187.31","","1.97%"
"01/04/2018","190.59","192.13","193.60","185.38","","-0.76%"
"01/03/2018","192.05","185.37","193.78","182.70","","3.26%"
"01/02/2018","185.98","199.66","200.56","180.54","","-6.96%"
"01/01/2018","199.90","204.22","204.27","192.52","","-1.94%"
"01/12/2017","203.86","206.34","207.68","199.63","","-1.00%"
"01/11/2017","205.91","200.98","209.65","200.08","","2.67%"
"01/10/2017","200.55","199.41","204.29","196.73","","0.68%"
"01/09/2017","199.20","203.21","205.98","197.23","","-1.86%"
"01/08/2017","202.98","202.38","203.56","196.43","","0.86%"
"01/07/2017","201.24","199.73","202.38","192.80","","1.12%"
"01/06/2017","199.01","196.28","203.18","195.42","","1.41%"
"01/05/2017","196.25","195.76","199.23","192.27","","0.45%"
"01/04/2017","195.37","195.40","201.27","194.44","","-0.02%"
"01/03/2017","195.41","198.04","198.89","188.28","","-1.51%"
"01/02/2017","198.40","190.20","199.66","187.78","","4.43%"
"01/01/2017","189.99","191.29","195.20","187.86","","-0.13%"
"01/12/2016","190.23","182.66","192.14","179.69","","3.80%"
"01/11/2016","183.27","189.30","189.30","177.96","","-3.33%"
"01/10/2016","189.58","200.25","200.25","186.00","","-5.59%"
"01/09/2016","200.81","204.48","208.52","194.63","","-1.82%"
"01/08/2016","204.53","212.62","213.74","201.56","","-3.81%"
"01/07/2016","212.64","206.99","213.72","204.74","","2.85%"
"01/06/2016","206.74","194.61","206.75","193.63","","5.91%"
"01/05/2016","195.20","193.02","202.34","189.51","","1.32%"
"01/04/2016","192.65","196.84","198.31","190.86","","-2.29%"
"01/03/2016","197.16","179.72","197.40","179.72","","10.12%"
"01/02/2016","179.04","180.68","183.13","164.66","","-1.32%"
"01/01/2016","181.44","189.02","192.10","171.64","","-4.62%"
"01/12/2015","190.22","187.50","193.07","182.08","","1.64%"
"01/11/2015","187.15","189.08","193.39","179.65","","-0.95%"
"01/10/2015","188.95","176.86","192.36","175.78","","6.89%"
"01/09/2015","176.77","172.66","180.43","168.02","","1.77%"
"01/08/2015","173.69","183.59","189.51","169.27","","-5.41%"
"01/07/2015","183.62","174.47","185.12","174.01","","5.40%"
"01/06/2015","174.21","182.95","185.18","173.66","","-4.67%"
"01/05/2015","182.74","184.20","188.29","180.17","","-0.65%"
"01/04/2015","183.94","193.12","197.32","182.94","","-4.81%"
"01/03/2015","193.24","192.81","199.73","185.90","","0.30%"
"01/02/2015","192.67","198.84","202.12","190.61","","-3.07%"
"01/01/2015","198.78","188.31","205.56","188.31","","5.80%"
"01/12/2014","187.89","186.96","192.71","182.57","","0.43%"
"01/11/2014","187.08","181.15","188.83","180.54","","3.23%"
"01/10/2014","181.23","166.43","181.40","165.40","","8.83%"
"01/09/2014","166.52","176.09","178.07","164.84","","-5.38%"
"01/08/2014","175.99","170.24","177.17","168.95","","3.24%"
"01/07/2014","170.46","169.93","174.23","168.30","","0.39%"
"01/06/2014","169.79","169.96","172.39","165.53","","-0.09%"
"01/05/2014","169.94","164.91","170.05","164.19","","3.06%"
"01/04/2014","164.90","159.29","164.92","158.43","","3.54%"
"01/03/2014","159.26","158.61","160.95","154.90","","0.21%"
"01/02/2014","158.93","153.18","159.76","150.40","","3.71%"
"01/01/2014","153.24","148.79","154.95","147.59","","2.88%"
"01/12/2013","148.95","147.56","150.68","145.33","","0.96%"
"01/11/2013","147.53","155.38","156.88","147.51","","-5.00%"
"01/10/2013","155.29","150.13","160.61","147.96","","3.43%"
"01/09/2013","150.14","145.94","158.58","143.30","","3.20%"
"01/08/2013","145.48","155.44","156.04","142.12","","-6.22%"
"01/07/2013","155.13","155.50","162.74","151.36","","-0.06%"
"01/06/2013","155.23","159.36","161.08","145.86","","-2.70%"
"01/05/2013","159.54","170.09","177.60","159.52","","-6.29%"
"01/04/2013","170.24","159.15","170.24","158.62","","6.87%"
"01/03/2013","159.29","155.99","159.76","155.02","","1.94%"
"01/02/2013","156.26","155.53","158.43","154.10","","0.55%"
"01/01/2013","155.40","151.38","158.86","151.38","113.27M","2.74%"
"01/12/2012","151.26","146.56","151.73","145.32","686.21M","3.36%"
"01/11/2012","146.34","147.30","149.48","141.02","807.62M","-0.74%"
"01/10/2012","147.43","147.37","151.38","144.98","779.99M","0.14%"
"01/09/2012","147.22","149.14","155.72","146.42","832.32M","-1.29%"
"01/08/2012","149.14","150.43","152.41","146.88","722.49M","-0.85%"
"01/07/2012","150.42","146.70","151.88","145.49","784.54M","2.55%"
"01/06/2012","146.68","138.77","146.68","133.39","864.94M","5.54%"
"01/05/2012","138.98","145.53","147.80","135.26","864.75M","-4.49%"
"01/04/2012","145.52","142.08","145.88","135.49","762.29M","2.41%"
"01/03/2012","142.09","135.75","142.52","134.73","925.43M","4.68%"
"01/02/2012","135.74","138.10","141.03","135.45","847.83M","-1.70%"
"01/01/2012","138.09","130.18","139.20","128.07","942.02M","6.10%"
"01/12/2011","130.15","125.15","132.10","120.57","769.53M","4.00%"
"01/11/2011","125.15","130.87","130.87","115.77","1.00B","-4.51%"
"01/10/2011","131.06","113.18","133.00","105.78","1.22B","15.73%"
"01/09/2011","113.25","126.80","127.45","112.83","1.18B","-10.68%"
"01/08/2011","126.79","134.70","135.30","108.84","1.68B","-5.85%"
"01/07/2011","134.67","134.02","140.10","132.34","856.70M","0.46%"
"01/06/2011","134.06","137.87","137.87","127.53","1.03B","-2.77%"
"01/05/2011","137.88","137.14","138.18","132.13","805.35M","0.58%"
"01/04/2011","137.09","131.24","138.73","127.87","791.37M","4.47%"
"01/03/2011","131.23","132.84","132.84","124.90","1.05B","-1.19%"
"01/02/2011","132.81","127.13","132.86","126.28","866.34M","4.48%"
"01/01/2011","127.11","120.63","127.84","119.15","967.03M","5.42%"
"01/12/2010","120.58","115.27","121.51","113.98","927.99M","5.02%"
"01/11/2010","114.82","116.16","123.44","111.06","1.03B","-1.15%"
"01/10/2010","116.15","111.53","119.84","110.77","1.11B","4.13%"
"01/09/2010","111.55","108.03","117.40","108.03","842.37M","3.42%"
"01/08/2010","107.86","108.95","113.12","103.80","917.77M","-0.96%"
"01/07/2010","108.91","98.31","110.83","93.62","1.24B","10.78%"
"01/06/2010","98.31","103.66","109.59","95.24","1.34B","-5.18%"
"01/05/2010","103.68","109.73","114.47","95.49","1.47B","-5.48%"
"01/04/2010","109.69","103.06","113.92","102.03","1.12B","6.44%"
"01/03/2010","103.05","93.03","106.23","93.03","1.07B","10.81%"
"01/02/2010","93.00","88.20","93.94","84.74","1.07B","5.53%"
"01/01/2010","88.13","94.24","95.63","87.00","995.82M","-6.42%"
"01/12/2009","94.18","88.86","99.00","88.57","1.08B","6.07%"
"01/11/2009","88.79","82.63","90.96","80.70","1.20B","7.48%"
"01/10/2009","82.61","85.70","88.37","79.95","1.43B","-3.63%"
"01/09/2009","85.72","79.90","92.52","73.85","1.56B","7.27%"
"01/08/2009","79.91","71.96","84.66","71.96","1.53B","11.11%"
"01/07/2009","71.92","65.06","73.13","57.90","1.57B","10.51%"
"01/06/2009","65.08","68.75","73.45","60.85","1.71B","-5.21%"
"01/05/2009","68.66","66.69","70.45","60.48","2.24B","2.75%"
"01/04/2009","66.82","49.54","68.60","47.99","3.36B","34.77%"
"01/03/2009","49.58","48.56","55.04","40.47","3.29B","2.06%"
"01/02/2009","48.58","63.21","66.17","48.34","2.15B","-23.16%"
"01/01/2009","63.22","78.00","79.21","60.57","1.81B","-18.92%"
"01/12/2008","77.97","68.88","83.79","55.43","2.26B","13.23%"
"01/11/2008","68.86","92.68","95.82","49.28","2.08B","-25.74%"
"01/10/2008","92.73","136.40","136.40","72.80","2.07B","-32.09%"
"01/09/2008","136.54","139.41","147.74","122.85","1.43B","-2.01%"
"01/08/2008","139.34","137.47","148.36","132.86","943.36M","1.40%"
"01/07/2008","137.41","135.12","146.48","121.95","1.25B","1.50%"
"01/06/2008","135.38","152.32","155.40","134.01","661.63M","-11.18%"
"01/05/2008","152.42","151.96","158.98","147.70","341.81M","0.27%"
"01/04/2008","152.01","144.49","158.50","144.49","","5.25%"
"01/03/2008","144.43","134.47","150.98","128.51","","7.42%"
"01/02/2008","134.45","140.60","147.28","131.48","","-4.35%"
"01/01/2008","140.56","141.69","143.29","121.97","","-0.81%"
"01/12/2007","141.71","151.54","160.75","137.03","","-6.49%"
"01/11/2007","151.55","167.96","167.96","138.01","","-9.89%"
"01/10/2007","168.18","167.18","177.01","157.62","","0.57%"
"01/09/2007","167.23","160.23","169.55","152.78","","4.39%"
"01/08/2007","160.19","152.61","163.70","144.46","","4.95%"
"01/07/2007","152.64","163.46","171.93","150.25","","-6.67%"
"01/06/2007","163.54","182.32","184.32","159.76","","-10.35%"
"01/05/2007","182.43","180.35","184.70","166.31","","1.20%"
"01/04/2007","180.27","181.77","186.68","179.27","","-0.87%"
"01/03/2007","181.85","187.70","188.14","175.23","","-3.18%"
"01/02/2007","187.83","195.64","203.41","185.13","","-3.96%"
"01/01/2007","195.57","178.25","196.15","174.29","","9.73%"
"01/12/2006","178.23","180.29","182.61","173.93","","-1.15%"
"01/11/2006","180.30","172.57","180.84","163.63","","4.48%"
"01/10/2006","172.57","160.57","173.11","159.06","","7.42%"
"01/09/2006","160.65","156.05","162.30","153.90","","3.03%"
"01/08/2006","155.93","153.47","156.68","148.42","","1.60%"
"01/07/2006","153.47","146.39","154.51","146.04","","4.84%"
"01/06/2006","146.39","139.90","147.65","139.90","","4.70%"
"01/05/2006","139.82","142.99","146.42","134.37","","-2.22%"
"01/04/2006","143.00","148.50","149.20","137.90","","-3.68%"
"01/03/2006","148.47","143.25","152.86","142.04","","3.64%"
"01/02/2006","143.25","140.30","144.89","135.86","","2.07%"
"01/01/2006","140.34","130.33","141.89","129.80","","7.68%"
"01/12/2005","130.33","133.02","134.64","129.53","","-1.96%"
"01/11/2005","132.94","127.50","135.41","119.73","","4.13%"
"01/10/2005","127.67","130.12","131.09","118.38","","-1.91%"
"01/09/2005","130.15","130.95","134.47","126.06","","-0.59%"
"01/08/2005","130.92","138.37","139.05","124.73","","-5.38%"
"01/07/2005","138.36","126.93","139.41","126.59","","9.00%"
"01/06/2005","126.93","122.78","129.98","122.76","","3.45%"
"01/05/2005","122.70","119.16","125.50","117.65","","2.98%"
"01/04/2005","119.15","113.65","119.15","111.90","","3.98%"
"01/03/2005","114.59","115.86","120.62","110.43","","-1.10%"
"01/02/2005","115.87","110.84","117.96","110.20","","4.57%"
"01/01/2005","110.81","121.41","122.19","109.21","","-8.72%"
"01/12/2004","121.40","114.92","122.75","114.83","","5.69%"
"01/11/2004","114.86","112.70","118.33","111.60","","1.95%"
"01/10/2004","112.66","105.73","113.31","105.52","","6.55%"
"01/09/2004","105.73","108.60","110.66","104.20","","-2.63%"
"01/08/2004","108.59","100.09","108.79","100.00","","8.50%"
"01/07/2004","100.08","101.06","104.19","97.08","","-1.02%"
"01/06/2004","101.11","99.42","102.79","96.84","","1.70%"
"01/05/2004","99.42","93.02","99.60","87.98","","6.87%"
"01/04/2004","93.03","107.04","108.27","92.39","","-13.15%"
"01/03/2004","107.12","103.59","108.04","103.59","","3.41%"
"01/02/2004","103.59","103.14","107.51","101.40","","0.49%"
"01/01/2004","103.09","99.78","103.47","98.43","","3.47%"
"01/12/2003","99.63","96.94","100.87","96.94","","2.92%"
"01/11/2003","96.80","96.96","97.91","93.93","","-0.11%"
"01/10/2003","96.91","95.51","100.26","93.82","","1.59%"
"01/09/2003","95.39","94.68","96.22","93.59","","1.04%"
"01/08/2003","94.41","93.74","94.49","91.26","4.43M","0.67%"
"01/07/2003","93.78","88.47","94.33","87.56","76.72M","5.93%"
"01/06/2003","88.53","88.67","91.67","86.98","80.29M","0.03%"
"01/05/2003","88.50","85.71","90.46","84.77","83.71M","3.24%"
"01/04/2003","85.72","82.31","88.54","82.30","77.41M","4.22%"
"01/03/2003","82.25","81.08","85.62","78.34","81.27M","1.59%"
"01/02/2003","80.96","79.34","81.95","77.67","53.45M","2.03%"
"01/01/2003","79.35","82.79","85.63","77.33","67.71M","-3.79%"